trialIndexGlobal,timestampMs,mouseX,mouseY
64,140486,492,477
64,140587,492,477
64,140654,492,477
65,140703,492,477
65,140820,492,477
65,140937,492,477
65,141037,492,477
65,141154,492,477
65,141270,492,477
65,141388,514,477
65,141503,748,457
65,141603,748,457
65,141720,748,457
65,141836,809,466
65,141953,873,448
65,142053,912,446
65,142170,903,490
65,142286,654,588
65,142403,473,625
65,142521,368,673
65,142636,341,666
65,142736,339,664
65,142853,346,657
65,142953,346,657
65,143050,346,657
66,143053,346,657
66,143154,346,657
66,143254,346,657
66,143370,346,657
66,143487,346,657
66,143603,346,657
66,143703,346,657
66,143820,470,592
66,143920,776,444
66,144020,776,444
66,144120,776,444
66,144237,834,455
66,144353,787,514
66,144469,696,556
66,144586,691,560
66,144619,691,560
67,144703,691,560
67,144803,691,560
67,144905,691,560
67,145020,691,560
67,145136,691,560
67,145236,706,551
67,145353,792,490
67,145470,813,481
67,145586,828,479
67,145703,860,474
67,145819,862,476
67,145936,823,511
67,146038,766,531
67,146152,640,579
67,146254,584,662
67,146369,553,724
67,146469,560,738
67,146586,578,760
67,146686,581,757
67,146803,581,757
67,146829,581,757
68,146920,581,757
68,147020,581,757
68,147138,581,757
68,147253,581,757
68,147354,581,757
68,147470,581,757
68,147586,581,757
68,147702,581,757
68,147803,712,634
68,147903,772,594
68,148019,779,586
68,148119,642,582
68,148219,622,555
68,148321,594,488
68,148436,525,374
68,148536,525,374
68,148653,525,374
68,148753,360,238
68,148869,342,221
68,148986,341,219
68,149086,341,219
68,149146,341,219
69,149203,341,219
69,149319,341,219
69,149420,341,219
69,149520,341,219
69,149637,341,219
69,149754,341,219
69,149869,762,431
69,149970,855,505
69,150086,855,505
69,150203,881,494
69,150303,902,491
69,150419,765,506
69,150519,764,510
69,150636,948,501
69,150752,1050,488
69,150869,1116,336
69,150969,1097,227
69,151086,1095,227
69,151203,1094,227
69,151304,1094,227
69,151372,1094,227
70,151419,1094,227
70,151520,1094,227
70,151636,1094,227
70,151737,1094,227
70,151837,1094,227
70,151953,1094,227
70,152070,1094,227
70,152186,1094,227
70,152286,1094,227
70,152402,990,340
70,152503,864,384
70,152603,820,408
70,152720,848,530
70,152836,1072,604
70,152936,1128,642
70,153036,1144,653
70,153137,1138,653
70,153253,812,578
70,153369,709,528
70,153470,708,546
70,153586,704,702
70,153687,698,718
70,153803,700,725
70,153919,712,739
71,153919,712,739
71,154036,712,739
71,154136,712,739
71,154237,712,739
71,154353,712,739
71,154470,712,739
71,154570,712,739
71,154686,712,739
71,154802,753,616
71,154903,786,522
71,155003,815,461
71,155120,842,457
71,155236,824,481
71,155336,730,438
71,155453,810,384
71,155569,858,428
71,155686,848,490
71,155786,838,496
71,155903,838,490
71,156003,832,484
71,156119,832,479
71,156220,832,479
71,156301,832,479
72,156336,832,479
72,156436,832,479
72,156552,832,479
72,156653,832,479
72,156754,832,479
72,156870,832,479
72,156986,832,479
72,157103,832,479
72,157220,832,479
72,157336,878,466
72,157436,890,466
72,157537,837,498
72,157653,735,504
72,157769,643,530
72,157886,613,559
72,158002,686,601
72,158103,906,553
72,158204,995,545
72,158320,1032,545
72,158436,1039,525
72,158536,1006,524
72,158637,1004,524
72,158754,1004,524
72,158792,1004,524
73,158870,1004,524
73,158970,1004,524
73,159086,1004,524
73,159202,1004,524
73,159303,1004,524
73,159420,1004,524
73,159520,1004,524
73,159636,1004,524
73,159736,1004,524
73,159852,950,525
73,159970,867,510
73,160086,1010,476
73,160186,1140,422
73,160287,1219,403
73,160402,1261,377
73,160503,1274,356
73,160619,1275,354
73,160719,1275,354
73,160728,1275,354
74,160836,1275,354
74,160936,1275,354
74,161036,1275,354
74,161152,1275,354
74,161253,1275,354
74,161369,1275,354
74,161471,1248,367
74,161586,1033,386
74,161702,986,391
74,161803,986,391
